2   0.500000000   -839.16007744
4   0.250000000   -839.25453507
6   0.166666667   -839.25403805
8   0.125000000   -839.25350143
10  0.100000000   -839.25376951
12  0.083333333   -839.25363993
14  0.071428571   -839.25359633
16  0.062500000   -839.25361476
18  0.055555556   -839.25360365
20  0.050000000   -839.25361091
22  0.045454545   -839.25360747
