10.0  0.1              -65.08695908
30.0  0.03333333333    -66.16502120
50.0  0.02             -66.16858579
70.0  0.01428571429    -66.16913372
90.0  0.01111111111    -66.16947445
110.0 0.009090909091   -66.16964629
130.0 0.007692307692   -66.16975129
150.0 0.006666666667   -66.16984614
170.0 0.005882352941   -66.16984798
190.0 0.005263157895   -66.16984958
210.0 0.004761904762   -66.16989581
250.0 0.004            -66.16992610
300.0 0.003333333333   -66.16995694
400.0 0.0025           -66.16999279
