#  E (eV)   dos(E)     Int dos(E) EFermi =    4.918 eV
 -15.227  0.2487E-83  0.1243E-84
 -15.177  0.2487E-83  0.2487E-84
 -15.127  0.2487E-83  0.3730E-84
 -15.077  0.2487E-83  0.4973E-84
 -15.027  0.2487E-83  0.6217E-84
 -14.977  0.2487E-83  0.7460E-84
 -14.927  0.2487E-83  0.8704E-84
 -14.877  0.2487E-83  0.9947E-84
 -14.827  0.2487E-83  0.1119E-83
 -14.777  0.2487E-83  0.1243E-83
 -14.727  0.2487E-83  0.1368E-83
 -14.677  0.2487E-83  0.1492E-83
 -14.627  0.2487E-83  0.1616E-83
 -14.577  0.2487E-83  0.1741E-83
 -14.527  0.2487E-83  0.1865E-83
 -14.477  0.2487E-83  0.1989E-83
 -14.427  0.2487E-83  0.2114E-83
 -14.377  0.2487E-83  0.2238E-83
 -14.327  0.2487E-83  0.2362E-83
 -14.277  0.2487E-83  0.2487E-83
 -14.227  0.2487E-83  0.2611E-83
 -14.177  0.2487E-83  0.2735E-83
 -14.127  0.2487E-83  0.2860E-83
 -14.077  0.2487E-83  0.2984E-83
 -14.027  0.2487E-83  0.3108E-83
 -13.977  0.2487E-83  0.3233E-83
 -13.927  0.2487E-83  0.3357E-83
 -13.877  0.2487E-83  0.3481E-83
 -13.827  0.2487E-83  0.3606E-83
 -13.777  0.2487E-83  0.3730E-83
 -13.727  0.2487E-83  0.3854E-83
 -13.677  0.2487E-83  0.3979E-83
 -13.627  0.2487E-83  0.4103E-83
 -13.577  0.2487E-83  0.4227E-83
 -13.527  0.2487E-83  0.4352E-83
 -13.477  0.2487E-83  0.4476E-83
 -13.427  0.2487E-83  0.4600E-83
 -13.377  0.2487E-83  0.4725E-83
 -13.327  0.2487E-83  0.4849E-83
 -13.277  0.2487E-83  0.4973E-83
 -13.227  0.2487E-83  0.5098E-83
 -13.177  0.2487E-83  0.5222E-83
 -13.127  0.2487E-83  0.5346E-83
 -13.077  0.2487E-83  0.5471E-83
 -13.027  0.2487E-83  0.5595E-83
 -12.977  0.2487E-83  0.5719E-83
 -12.927  0.2487E-83  0.5844E-83
 -12.877  0.2487E-83  0.5968E-83
 -12.827  0.2487E-83  0.6093E-83
 -12.777  0.2487E-83  0.6217E-83
 -12.727  0.2487E-83  0.6341E-83
 -12.677  0.2487E-83  0.6466E-83
 -12.627  0.2487E-83  0.6590E-83
 -12.577  0.2487E-83  0.6714E-83
 -12.527  0.2487E-83  0.6839E-83
 -12.477  0.2487E-83  0.6963E-83
 -12.427  0.2487E-83  0.7087E-83
 -12.377  0.2487E-83  0.7212E-83
 -12.327  0.2487E-83  0.7336E-83
 -12.277  0.2487E-83  0.7460E-83
 -12.227  0.2487E-83  0.7585E-83
 -12.177  0.2487E-83  0.7709E-83
 -12.127  0.2487E-83  0.7833E-83
 -12.077  0.2487E-83  0.7958E-83
 -12.027  0.2487E-83  0.8082E-83
 -11.977  0.2487E-83  0.8206E-83
 -11.927  0.2487E-83  0.8331E-83
 -11.877  0.2487E-83  0.8455E-83
 -11.827  0.2487E-83  0.8579E-83
 -11.777  0.2487E-83  0.8704E-83
 -11.727  0.2487E-83  0.8828E-83
 -11.677  0.2487E-83  0.8952E-83
 -11.627  0.2487E-83  0.9077E-83
 -11.577  0.2487E-83  0.9201E-83
 -11.527  0.2487E-83  0.9325E-83
 -11.477  0.2487E-83  0.9450E-83
 -11.427  0.2487E-83  0.9574E-83
 -11.377  0.2487E-83  0.9698E-83
 -11.327  0.2487E-83  0.9823E-83
 -11.277  0.2487E-83  0.9947E-83
 -11.227  0.2487E-83  0.1007E-82
 -11.177  0.2487E-83  0.1020E-82
 -11.127  0.2487E-83  0.1032E-82
 -11.077  0.2487E-83  0.1044E-82
 -11.027  0.2487E-83  0.1057E-82
 -10.977  0.2487E-83  0.1069E-82
 -10.927  0.2487E-83  0.1082E-82
 -10.877  0.2487E-83  0.1094E-82
 -10.827  0.2487E-83  0.1107E-82
 -10.777  0.2487E-83  0.1119E-82
