# E (eV)   ldos(E)   pdos(E)    pdos(E)    pdos(E)    pdos(E)    pdos(E)   
  -3.464  0.322E-02  0.300E-03  0.147E-02  0.563E-03  0.272E-03  0.620E-03
  -3.414  0.355E-02  0.291E-03  0.165E-02  0.644E-03  0.313E-03  0.654E-03
  -3.364  0.430E-02  0.321E-03  0.202E-02  0.800E-03  0.392E-03  0.768E-03
  -3.314  0.505E-02  0.358E-03  0.239E-02  0.953E-03  0.469E-03  0.887E-03
  -3.264  0.532E-02  0.365E-03  0.252E-02  0.101E-02  0.500E-03  0.923E-03
  -3.214  0.499E-02  0.330E-03  0.237E-02  0.957E-03  0.479E-03  0.853E-03
  -3.164  0.441E-02  0.275E-03  0.210E-02  0.857E-03  0.441E-03  0.737E-03
  -3.114  0.408E-02  0.233E-03  0.194E-02  0.808E-03  0.442E-03  0.660E-03
  -3.064  0.434E-02  0.222E-03  0.205E-02  0.871E-03  0.517E-03  0.677E-03
  -3.014  0.520E-02  0.244E-03  0.244E-02  0.105E-02  0.676E-03  0.794E-03
  -2.964  0.653E-02  0.288E-03  0.304E-02  0.132E-02  0.895E-03  0.987E-03
  -2.914  0.800E-02  0.340E-03  0.371E-02  0.162E-02  0.112E-02  0.121E-02
  -2.864  0.925E-02  0.385E-03  0.428E-02  0.186E-02  0.130E-02  0.143E-02
  -2.814  0.100E-01  0.421E-03  0.465E-02  0.199E-02  0.138E-02  0.159E-02
  -2.764  0.104E-01  0.461E-03  0.483E-02  0.202E-02  0.140E-02  0.169E-02
  -2.714  0.109E-01  0.539E-03  0.505E-02  0.207E-02  0.148E-02  0.180E-02
  -2.664  0.124E-01  0.690E-03  0.564E-02  0.230E-02  0.178E-02  0.202E-02
  -2.614  0.153E-01  0.933E-03  0.677E-02  0.279E-02  0.241E-02  0.241E-02
  -2.564  0.192E-01  0.126E-02  0.825E-02  0.347E-02  0.329E-02  0.290E-02
  -2.514  0.230E-01  0.167E-02  0.968E-02  0.411E-02  0.418E-02  0.334E-02
  -2.464  0.259E-01  0.213E-02  0.107E-01  0.457E-02  0.486E-02  0.362E-02
  -2.414  0.282E-01  0.263E-02  0.115E-01  0.485E-02  0.545E-02  0.379E-02
  -2.364  0.309E-01  0.321E-02  0.121E-01  0.512E-02  0.634E-02  0.407E-02
  -2.314  0.357E-01  0.403E-02  0.132E-01  0.561E-02  0.808E-02  0.476E-02
  -2.264  0.441E-01  0.549E-02  0.150E-01  0.645E-02  0.111E-01  0.610E-02
  -2.214  0.571E-01  0.825E-02  0.175E-01  0.769E-02  0.155E-01  0.825E-02
  -2.164  0.762E-01  0.133E-01  0.207E-01  0.936E-02  0.213E-01  0.115E-01
  -2.114  0.105E+00  0.216E-01  0.248E-01  0.117E-01  0.296E-01  0.171E-01
  -2.064  0.149E+00  0.334E-01  0.306E-01  0.152E-01  0.428E-01  0.275E-01
  -2.014  0.218E+00  0.476E-01  0.391E-01  0.206E-01  0.640E-01  0.465E-01
  -1.964  0.313E+00  0.616E-01  0.508E-01  0.281E-01  0.952E-01  0.771E-01
  -1.914  0.428E+00  0.731E-01  0.654E-01  0.377E-01  0.134E+00  0.118E+00
  -1.864  0.545E+00  0.810E-01  0.819E-01  0.491E-01  0.172E+00  0.162E+00
  -1.814  0.638E+00  0.848E-01  0.989E-01  0.616E-01  0.199E+00  0.194E+00
  -1.764  0.686E+00  0.845E-01  0.116E+00  0.749E-01  0.207E+00  0.204E+00
  -1.714  0.685E+00  0.805E-01  0.132E+00  0.884E-01  0.196E+00  0.189E+00
  -1.664  0.654E+00  0.749E-01  0.148E+00  0.102E+00  0.173E+00  0.157E+00
  -1.614  0.620E+00  0.705E-01  0.165E+00  0.116E+00  0.147E+00  0.121E+00
  -1.564  0.592E+00  0.685E-01  0.178E+00  0.127E+00  0.125E+00  0.923E-01
  -1.514  0.559E+00  0.672E-01  0.182E+00  0.131E+00  0.106E+00  0.718E-01
  -1.464  0.501E+00  0.635E-01  0.170E+00  0.125E+00  0.866E-01  0.564E-01
  -1.414  0.415E+00  0.560E-01  0.143E+00  0.107E+00  0.665E-01  0.430E-01
  -1.364  0.321E+00  0.459E-01  0.110E+00  0.851E-01  0.482E-01  0.314E-01
  -1.314  0.243E+00  0.362E-01  0.835E-01  0.661E-01  0.345E-01  0.229E-01
  -1.264  0.197E+00  0.291E-01  0.683E-01  0.548E-01  0.265E-01  0.181E-01
  -1.214  0.180E+00  0.256E-01  0.634E-01  0.511E-01  0.232E-01  0.164E-01
  -1.164  0.180E+00  0.251E-01  0.637E-01  0.520E-01  0.227E-01  0.168E-01
  -1.114  0.187E+00  0.266E-01  0.650E-01  0.538E-01  0.233E-01  0.182E-01
  -1.064  0.196E+00  0.297E-01  0.660E-01  0.551E-01  0.245E-01  0.208E-01
  -1.014  0.214E+00  0.360E-01  0.686E-01  0.560E-01  0.271E-01  0.259E-01
  -0.964  0.250E+00  0.487E-01  0.749E-01  0.580E-01  0.328E-01  0.360E-01
  -0.914  0.314E+00  0.705E-01  0.854E-01  0.620E-01  0.434E-01  0.523E-01
  -0.864  0.397E+00  0.998E-01  0.978E-01  0.672E-01  0.587E-01  0.737E-01
  -0.814  0.481E+00  0.130E+00  0.107E+00  0.718E-01  0.761E-01  0.960E-01
  -0.764  0.546E+00  0.155E+00  0.109E+00  0.742E-01  0.926E-01  0.115E+00
  -0.714  0.587E+00  0.170E+00  0.105E+00  0.748E-01  0.107E+00  0.130E+00
  -0.664  0.614E+00  0.176E+00  0.995E-01  0.751E-01  0.121E+00  0.142E+00
  -0.614  0.642E+00  0.178E+00  0.953E-01  0.760E-01  0.138E+00  0.156E+00
  -0.564  0.687E+00  0.179E+00  0.935E-01  0.772E-01  0.163E+00  0.174E+00
  -0.514  0.754E+00  0.181E+00  0.935E-01  0.778E-01  0.202E+00  0.200E+00
  -0.464  0.832E+00  0.183E+00  0.945E-01  0.779E-01  0.249E+00  0.228E+00
  -0.414  0.902E+00  0.181E+00  0.970E-01  0.782E-01  0.293E+00  0.252E+00
  -0.364  0.947E+00  0.173E+00  0.102E+00  0.799E-01  0.325E+00  0.267E+00
  -0.314  0.968E+00  0.163E+00  0.110E+00  0.840E-01  0.341E+00  0.270E+00
  -0.264  0.978E+00  0.153E+00  0.122E+00  0.902E-01  0.344E+00  0.268E+00
  -0.214  0.990E+00  0.149E+00  0.137E+00  0.974E-01  0.342E+00  0.265E+00
  -0.164  0.101E+01  0.149E+00  0.152E+00  0.104E+00  0.340E+00  0.264E+00
  -0.114  0.103E+01  0.152E+00  0.165E+00  0.108E+00  0.337E+00  0.264E+00
  -0.064  0.103E+01  0.151E+00  0.174E+00  0.109E+00  0.329E+00  0.264E+00
  -0.014  0.101E+01  0.146E+00  0.177E+00  0.109E+00  0.316E+00  0.261E+00
   0.036  0.964E+00  0.137E+00  0.173E+00  0.108E+00  0.295E+00  0.252E+00
   0.086  0.907E+00  0.127E+00  0.163E+00  0.108E+00  0.271E+00  0.237E+00
   0.136  0.862E+00  0.122E+00  0.154E+00  0.114E+00  0.251E+00  0.221E+00
   0.186  0.858E+00  0.126E+00  0.151E+00  0.130E+00  0.241E+00  0.210E+00
   0.236  0.907E+00  0.140E+00  0.157E+00  0.158E+00  0.244E+00  0.208E+00
   0.286  0.992E+00  0.160E+00  0.170E+00  0.195E+00  0.254E+00  0.213E+00
   0.336  0.108E+01  0.181E+00  0.185E+00  0.232E+00  0.264E+00  0.219E+00
   0.386  0.114E+01  0.202E+00  0.191E+00  0.254E+00  0.267E+00  0.222E+00
   0.436  0.115E+01  0.221E+00  0.184E+00  0.252E+00  0.267E+00  0.226E+00
   0.486  0.115E+01  0.239E+00  0.169E+00  0.231E+00  0.271E+00  0.237E+00
   0.536  0.116E+01  0.260E+00  0.152E+00  0.203E+00  0.284E+00  0.259E+00
   0.586  0.120E+01  0.285E+00  0.141E+00  0.180E+00  0.301E+00  0.290E+00
   0.636  0.125E+01  0.310E+00  0.136E+00  0.167E+00  0.311E+00  0.320E+00
   0.686  0.127E+01  0.330E+00  0.135E+00  0.163E+00  0.307E+00  0.336E+00
   0.736  0.125E+01  0.337E+00  0.134E+00  0.164E+00  0.287E+00  0.332E+00
   0.786  0.119E+01  0.328E+00  0.135E+00  0.167E+00  0.256E+00  0.307E+00
   0.836  0.112E+01  0.307E+00  0.139E+00  0.176E+00  0.223E+00  0.274E+00
   0.886  0.108E+01  0.286E+00  0.153E+00  0.196E+00  0.199E+00  0.248E+00
   0.936  0.111E+01  0.272E+00  0.176E+00  0.228E+00  0.192E+00  0.241E+00
   0.986  0.120E+01  0.270E+00  0.205E+00  0.266E+00  0.204E+00  0.256E+00
   1.036  0.132E+01  0.277E+00  0.230E+00  0.298E+00  0.232E+00  0.284E+00
   1.086  0.143E+01  0.290E+00  0.243E+00  0.312E+00  0.271E+00  0.318E+00
   1.136  0.151E+01  0.300E+00  0.240E+00  0.305E+00  0.316E+00  0.352E+00
   1.186  0.156E+01  0.304E+00  0.230E+00  0.282E+00  0.362E+00  0.386E+00
   1.236  0.161E+01  0.304E+00  0.220E+00  0.257E+00  0.405E+00  0.419E+00
   1.286  0.164E+01  0.305E+00  0.216E+00  0.240E+00  0.438E+00  0.446E+00
   1.336  0.167E+01  0.312E+00  0.216E+00  0.231E+00  0.453E+00  0.459E+00
   1.386  0.167E+01  0.325E+00  0.215E+00  0.226E+00  0.450E+00  0.457E+00
   1.436  0.166E+01  0.348E+00  0.212E+00  0.222E+00  0.435E+00  0.447E+00
   1.486  0.166E+01  0.386E+00  0.209E+00  0.221E+00  0.416E+00  0.433E+00
   1.536  0.170E+01  0.438E+00  0.215E+00  0.228E+00  0.402E+00  0.417E+00
   1.586  0.177E+01  0.492E+00  0.238E+00  0.251E+00  0.391E+00  0.395E+00
   1.636  0.185E+01  0.527E+00  0.283E+00  0.293E+00  0.381E+00  0.364E+00
   1.686  0.191E+01  0.526E+00  0.345E+00  0.348E+00  0.364E+00  0.329E+00
   1.736  0.195E+01  0.491E+00  0.411E+00  0.408E+00  0.343E+00  0.301E+00
   1.786  0.199E+01  0.444E+00  0.465E+00  0.460E+00  0.325E+00  0.293E+00
   1.836  0.203E+01  0.404E+00  0.496E+00  0.499E+00  0.320E+00  0.310E+00
   1.886  0.208E+01  0.381E+00  0.504E+00  0.520E+00  0.330E+00  0.344E+00
   1.936  0.212E+01  0.375E+00  0.492E+00  0.524E+00  0.348E+00  0.378E+00
   1.986  0.212E+01  0.385E+00  0.466E+00  0.513E+00  0.362E+00  0.397E+00
   2.036  0.209E+01  0.404E+00  0.432E+00  0.492E+00  0.367E+00  0.396E+00
   2.086  0.202E+01  0.421E+00  0.394E+00  0.460E+00  0.363E+00  0.380E+00
   2.136  0.190E+01  0.424E+00  0.352E+00  0.420E+00  0.351E+00  0.354E+00
   2.186  0.175E+01  0.406E+00  0.310E+00  0.377E+00  0.335E+00  0.325E+00
   2.236  0.162E+01  0.377E+00  0.276E+00  0.341E+00  0.323E+00  0.300E+00
   2.286  0.153E+01  0.350E+00  0.255E+00  0.321E+00  0.319E+00  0.288E+00
   2.336  0.152E+01  0.335E+00  0.249E+00  0.317E+00  0.325E+00  0.289E+00
   2.386  0.153E+01  0.329E+00  0.252E+00  0.317E+00  0.332E+00  0.296E+00
   2.436  0.150E+01  0.323E+00  0.254E+00  0.307E+00  0.327E+00  0.293E+00
   2.486  0.143E+01  0.308E+00  0.254E+00  0.286E+00  0.304E+00  0.274E+00
   2.536  0.133E+01  0.283E+00  0.266E+00  0.271E+00  0.270E+00  0.245E+00
   2.586  0.132E+01  0.261E+00  0.310E+00  0.287E+00  0.240E+00  0.221E+00
   2.636  0.145E+01  0.255E+00  0.397E+00  0.353E+00  0.226E+00  0.215E+00
   2.686  0.171E+01  0.270E+00  0.520E+00  0.466E+00  0.229E+00  0.227E+00
   2.736  0.203E+01  0.298E+00  0.641E+00  0.599E+00  0.241E+00  0.248E+00
   2.786  0.227E+01  0.322E+00  0.716E+00  0.711E+00  0.253E+00  0.270E+00
   2.836  0.235E+01  0.327E+00  0.717E+00  0.766E+00  0.260E+00  0.284E+00
   2.886  0.226E+01  0.312E+00  0.648E+00  0.752E+00  0.261E+00  0.287E+00
   2.936  0.204E+01  0.285E+00  0.544E+00  0.682E+00  0.255E+00  0.277E+00
   2.986  0.179E+01  0.256E+00  0.443E+00  0.586E+00  0.243E+00  0.260E+00
   3.036  0.157E+01  0.230E+00  0.369E+00  0.492E+00  0.231E+00  0.245E+00
   3.086  0.143E+01  0.209E+00  0.333E+00  0.424E+00  0.225E+00  0.239E+00
   3.136  0.139E+01  0.192E+00  0.332E+00  0.393E+00  0.227E+00  0.245E+00
   3.186  0.142E+01  0.182E+00  0.352E+00  0.394E+00  0.236E+00  0.256E+00
   3.236  0.147E+01  0.180E+00  0.376E+00  0.408E+00  0.241E+00  0.261E+00
   3.286  0.148E+01  0.183E+00  0.388E+00  0.415E+00  0.235E+00  0.255E+00
   3.336  0.145E+01  0.189E+00  0.384E+00  0.409E+00  0.221E+00  0.244E+00
   3.386  0.142E+01  0.203E+00  0.375E+00  0.399E+00  0.207E+00  0.239E+00
   3.436  0.147E+01  0.230E+00  0.381E+00  0.408E+00  0.203E+00  0.247E+00
   3.486  0.161E+01  0.272E+00  0.413E+00  0.449E+00  0.210E+00  0.265E+00
   3.536  0.181E+01  0.320E+00  0.469E+00  0.516E+00  0.221E+00  0.280E+00
   3.586  0.199E+01  0.364E+00  0.526E+00  0.587E+00  0.226E+00  0.282E+00
   3.636  0.209E+01  0.398E+00  0.558E+00  0.640E+00  0.220E+00  0.269E+00
   3.686  0.209E+01  0.425E+00  0.551E+00  0.658E+00  0.205E+00  0.247E+00
   3.736  0.200E+01  0.451E+00  0.509E+00  0.637E+00  0.187E+00  0.221E+00
   3.786  0.187E+01  0.476E+00  0.445E+00  0.579E+00  0.174E+00  0.196E+00
   3.836  0.172E+01  0.499E+00  0.375E+00  0.497E+00  0.170E+00  0.178E+00
   3.886  0.158E+01  0.517E+00  0.309E+00  0.405E+00  0.178E+00  0.171E+00
   3.936  0.148E+01  0.535E+00  0.258E+00  0.322E+00  0.196E+00  0.171E+00
   3.986  0.143E+01  0.551E+00  0.228E+00  0.266E+00  0.213E+00  0.175E+00
   4.036  0.142E+01  0.555E+00  0.218E+00  0.241E+00  0.225E+00  0.179E+00
   4.086  0.141E+01  0.534E+00  0.222E+00  0.240E+00  0.228E+00  0.184E+00
   4.136  0.138E+01  0.489E+00  0.227E+00  0.246E+00  0.227E+00  0.191E+00
   4.186  0.132E+01  0.432E+00  0.222E+00  0.242E+00  0.226E+00  0.199E+00
   4.236  0.124E+01  0.385E+00  0.207E+00  0.225E+00  0.223E+00  0.202E+00
   4.286  0.118E+01  0.366E+00  0.187E+00  0.200E+00  0.221E+00  0.202E+00
   4.336  0.116E+01  0.380E+00  0.170E+00  0.178E+00  0.223E+00  0.204E+00
   4.386  0.119E+01  0.417E+00  0.161E+00  0.167E+00  0.233E+00  0.213E+00
   4.436  0.126E+01  0.458E+00  0.159E+00  0.165E+00  0.250E+00  0.230E+00
   4.486  0.132E+01  0.472E+00  0.161E+00  0.171E+00  0.265E+00  0.248E+00
   4.536  0.132E+01  0.446E+00  0.162E+00  0.179E+00  0.275E+00  0.264E+00
   4.586  0.129E+01  0.386E+00  0.160E+00  0.184E+00  0.280E+00  0.278E+00
   4.636  0.124E+01  0.316E+00  0.156E+00  0.187E+00  0.289E+00  0.296E+00
   4.686  0.123E+01  0.259E+00  0.153E+00  0.188E+00  0.307E+00  0.319E+00
   4.736  0.124E+01  0.223E+00  0.153E+00  0.191E+00  0.332E+00  0.345E+00
   4.786  0.127E+01  0.201E+00  0.157E+00  0.195E+00  0.355E+00  0.364E+00
   4.836  0.127E+01  0.181E+00  0.159E+00  0.195E+00  0.368E+00  0.372E+00
   4.886  0.122E+01  0.155E+00  0.153E+00  0.186E+00  0.364E+00  0.364E+00
   4.936  0.111E+01  0.127E+00  0.139E+00  0.168E+00  0.342E+00  0.339E+00
   4.986  0.976E+00  0.103E+00  0.121E+00  0.147E+00  0.305E+00  0.300E+00
   5.036  0.833E+00  0.876E-01  0.105E+00  0.128E+00  0.260E+00  0.253E+00
   5.086  0.706E+00  0.789E-01  0.948E-01  0.114E+00  0.215E+00  0.204E+00
   5.136  0.600E+00  0.727E-01  0.892E-01  0.102E+00  0.175E+00  0.162E+00
   5.186  0.513E+00  0.659E-01  0.856E-01  0.895E-01  0.142E+00  0.130E+00
   5.236  0.442E+00  0.578E-01  0.813E-01  0.762E-01  0.118E+00  0.109E+00
   5.286  0.386E+00  0.495E-01  0.752E-01  0.642E-01  0.101E+00  0.958E-01
   5.336  0.345E+00  0.422E-01  0.684E-01  0.566E-01  0.900E-01  0.880E-01
   5.386  0.317E+00  0.370E-01  0.630E-01  0.544E-01  0.807E-01  0.815E-01
   5.436  0.297E+00  0.342E-01  0.599E-01  0.552E-01  0.722E-01  0.756E-01
   5.486  0.284E+00  0.331E-01  0.581E-01  0.550E-01  0.657E-01  0.725E-01
   5.536  0.277E+00  0.326E-01  0.562E-01  0.517E-01  0.629E-01  0.737E-01
   5.586  0.273E+00  0.316E-01  0.546E-01  0.466E-01  0.630E-01  0.774E-01
   5.636  0.269E+00  0.297E-01  0.542E-01  0.422E-01  0.635E-01  0.797E-01
   5.686  0.265E+00  0.272E-01  0.561E-01  0.406E-01  0.628E-01  0.788E-01
   5.736  0.264E+00  0.246E-01  0.599E-01  0.418E-01  0.614E-01  0.761E-01
   5.786  0.266E+00  0.223E-01  0.639E-01  0.444E-01  0.610E-01  0.740E-01
   5.836  0.267E+00  0.206E-01  0.655E-01  0.459E-01  0.625E-01  0.730E-01
   5.886  0.264E+00  0.195E-01  0.628E-01  0.442E-01  0.651E-01  0.719E-01
   5.936  0.251E+00  0.187E-01  0.561E-01  0.392E-01  0.676E-01  0.696E-01
   5.986  0.233E+00  0.182E-01  0.473E-01  0.330E-01  0.685E-01  0.661E-01
   6.036  0.215E+00  0.178E-01  0.390E-01  0.279E-01  0.673E-01  0.624E-01
   6.086  0.198E+00  0.177E-01  0.325E-01  0.251E-01  0.639E-01  0.592E-01
   6.136  0.185E+00  0.177E-01  0.284E-01  0.241E-01  0.587E-01  0.561E-01
   6.186  0.175E+00  0.179E-01  0.267E-01  0.244E-01  0.528E-01  0.531E-01
   6.236  0.171E+00  0.185E-01  0.278E-01  0.261E-01  0.481E-01  0.508E-01
   6.286  0.176E+00  0.197E-01  0.312E-01  0.294E-01  0.461E-01  0.500E-01
   6.336  0.188E+00  0.213E-01  0.360E-01  0.337E-01  0.467E-01  0.505E-01
   6.386  0.199E+00  0.224E-01  0.403E-01  0.371E-01  0.478E-01  0.514E-01
   6.436  0.203E+00  0.226E-01  0.431E-01  0.381E-01  0.475E-01  0.515E-01
   6.486  0.200E+00  0.220E-01  0.440E-01  0.365E-01  0.461E-01  0.513E-01
   6.536  0.196E+00  0.214E-01  0.436E-01  0.334E-01  0.455E-01  0.522E-01
   6.586  0.194E+00  0.210E-01  0.424E-01  0.305E-01  0.464E-01  0.538E-01
   6.636  0.192E+00  0.203E-01  0.413E-01  0.290E-01  0.473E-01  0.536E-01
   6.686  0.185E+00  0.191E-01  0.405E-01  0.291E-01  0.463E-01  0.497E-01
   6.736  0.174E+00  0.175E-01  0.399E-01  0.301E-01  0.437E-01  0.431E-01
   6.786  0.163E+00  0.162E-01  0.383E-01  0.305E-01  0.408E-01  0.369E-01
   6.836  0.152E+00  0.158E-01  0.351E-01  0.292E-01  0.388E-01  0.328E-01
   6.886  0.144E+00  0.164E-01  0.311E-01  0.267E-01  0.378E-01  0.315E-01
   6.936  0.142E+00  0.178E-01  0.284E-01  0.249E-01  0.382E-01  0.326E-01
   6.986  0.149E+00  0.196E-01  0.290E-01  0.259E-01  0.397E-01  0.351E-01
   7.036  0.162E+00  0.211E-01  0.326E-01  0.295E-01  0.414E-01  0.376E-01
   7.086  0.172E+00  0.213E-01  0.371E-01  0.335E-01  0.416E-01  0.380E-01
   7.136  0.171E+00  0.202E-01  0.401E-01  0.355E-01  0.397E-01  0.358E-01
   7.186  0.163E+00  0.188E-01  0.408E-01  0.349E-01  0.368E-01  0.319E-01
   7.236  0.154E+00  0.183E-01  0.404E-01  0.327E-01  0.344E-01  0.281E-01
   7.286  0.149E+00  0.195E-01  0.401E-01  0.303E-01  0.336E-01  0.256E-01
   7.336  0.151E+00  0.228E-01  0.408E-01  0.284E-01  0.347E-01  0.247E-01
   7.386  0.162E+00  0.277E-01  0.432E-01  0.277E-01  0.377E-01  0.254E-01
   7.436  0.178E+00  0.330E-01  0.472E-01  0.288E-01  0.417E-01  0.269E-01
   7.486  0.190E+00  0.364E-01  0.509E-01  0.310E-01  0.443E-01  0.279E-01
   7.536  0.188E+00  0.355E-01  0.513E-01  0.323E-01  0.425E-01  0.268E-01
   7.586  0.167E+00  0.303E-01  0.471E-01  0.311E-01  0.357E-01  0.230E-01
   7.636  0.135E+00  0.232E-01  0.397E-01  0.274E-01  0.266E-01  0.180E-01
   7.686  0.107E+00  0.176E-01  0.330E-01  0.235E-01  0.190E-01  0.139E-01
   7.736  0.943E-01  0.152E-01  0.299E-01  0.215E-01  0.155E-01  0.122E-01
   7.786  0.974E-01  0.161E-01  0.306E-01  0.220E-01  0.160E-01  0.128E-01
   7.836  0.109E+00  0.188E-01  0.331E-01  0.234E-01  0.187E-01  0.147E-01
   7.886  0.120E+00  0.221E-01  0.349E-01  0.241E-01  0.223E-01  0.170E-01
   7.936  0.133E+00  0.261E-01  0.360E-01  0.238E-01  0.269E-01  0.201E-01
   7.986  0.151E+00  0.321E-01  0.379E-01  0.236E-01  0.333E-01  0.246E-01
   8.036  0.177E+00  0.397E-01  0.417E-01  0.245E-01  0.412E-01  0.303E-01
   8.086  0.201E+00  0.464E-01  0.461E-01  0.259E-01  0.476E-01  0.353E-01
   8.136  0.210E+00  0.486E-01  0.485E-01  0.266E-01  0.495E-01  0.370E-01
   8.186  0.200E+00  0.452E-01  0.476E-01  0.261E-01  0.461E-01  0.350E-01
   8.236  0.178E+00  0.383E-01  0.443E-01  0.248E-01  0.398E-01  0.306E-01
   8.286  0.154E+00  0.313E-01  0.401E-01  0.234E-01  0.334E-01  0.259E-01
   8.336  0.133E+00  0.257E-01  0.356E-01  0.218E-01  0.282E-01  0.221E-01
   8.386  0.115E+00  0.213E-01  0.304E-01  0.194E-01  0.243E-01  0.192E-01
   8.436  0.990E-01  0.179E-01  0.252E-01  0.163E-01  0.220E-01  0.176E-01
   8.486  0.892E-01  0.156E-01  0.214E-01  0.133E-01  0.213E-01  0.176E-01
   8.536  0.882E-01  0.147E-01  0.201E-01  0.114E-01  0.222E-01  0.198E-01
   8.586  0.953E-01  0.152E-01  0.214E-01  0.111E-01  0.241E-01  0.236E-01
   8.636  0.106E+00  0.165E-01  0.241E-01  0.118E-01  0.259E-01  0.278E-01
   8.686  0.115E+00  0.181E-01  0.268E-01  0.128E-01  0.268E-01  0.305E-01
   8.736  0.118E+00  0.192E-01  0.284E-01  0.136E-01  0.261E-01  0.310E-01
   8.786  0.116E+00  0.193E-01  0.290E-01  0.140E-01  0.241E-01  0.297E-01
   8.836  0.110E+00  0.184E-01  0.288E-01  0.140E-01  0.211E-01  0.277E-01
   8.886  0.101E+00  0.168E-01  0.278E-01  0.135E-01  0.176E-01  0.252E-01
   8.936  0.898E-01  0.153E-01  0.257E-01  0.125E-01  0.143E-01  0.220E-01
   8.986  0.775E-01  0.139E-01  0.223E-01  0.109E-01  0.119E-01  0.184E-01
   9.036  0.679E-01  0.130E-01  0.191E-01  0.939E-02  0.110E-01  0.154E-01
   9.086  0.652E-01  0.131E-01  0.178E-01  0.861E-02  0.115E-01  0.143E-01
   9.136  0.710E-01  0.142E-01  0.194E-01  0.904E-02  0.132E-01  0.152E-01
   9.186  0.833E-01  0.164E-01  0.235E-01  0.106E-01  0.151E-01  0.176E-01
   9.236  0.974E-01  0.191E-01  0.288E-01  0.128E-01  0.165E-01  0.201E-01
   9.286  0.108E+00  0.214E-01  0.330E-01  0.147E-01  0.171E-01  0.216E-01
   9.336  0.110E+00  0.223E-01  0.344E-01  0.155E-01  0.167E-01  0.214E-01
   9.386  0.105E+00  0.217E-01  0.327E-01  0.150E-01  0.158E-01  0.199E-01
   9.436  0.952E-01  0.206E-01  0.290E-01  0.135E-01  0.146E-01  0.175E-01
   9.486  0.861E-01  0.203E-01  0.254E-01  0.121E-01  0.133E-01  0.149E-01
   9.536  0.804E-01  0.210E-01  0.231E-01  0.111E-01  0.124E-01  0.127E-01
   9.586  0.770E-01  0.217E-01  0.218E-01  0.105E-01  0.118E-01  0.111E-01
   9.636  0.729E-01  0.211E-01  0.206E-01  0.978E-02  0.114E-01  0.100E-01
   9.686  0.663E-01  0.188E-01  0.187E-01  0.871E-02  0.108E-01  0.928E-02
   9.736  0.588E-01  0.156E-01  0.165E-01  0.756E-02  0.103E-01  0.885E-02
   9.786  0.527E-01  0.126E-01  0.148E-01  0.670E-02  0.982E-02  0.878E-02
   9.836  0.486E-01  0.104E-01  0.138E-01  0.620E-02  0.943E-02  0.883E-02
   9.886  0.444E-01  0.860E-02  0.127E-01  0.578E-02  0.878E-02  0.849E-02
   9.936  0.382E-01  0.685E-02  0.111E-01  0.510E-02  0.765E-02  0.748E-02
   9.986  0.303E-01  0.502E-02  0.885E-02  0.415E-02  0.620E-02  0.608E-02
  10.036  0.229E-01  0.342E-02  0.651E-02  0.319E-02  0.490E-02  0.485E-02
  10.086  0.174E-01  0.229E-02  0.458E-02  0.241E-02  0.403E-02  0.406E-02
  10.136  0.137E-01  0.161E-02  0.319E-02  0.185E-02  0.348E-02  0.354E-02
  10.186  0.107E-01  0.118E-02  0.221E-02  0.140E-02  0.295E-02  0.296E-02
  10.236  0.783E-02  0.838E-03  0.148E-02  0.101E-02  0.228E-02  0.222E-02
  10.286  0.512E-02  0.531E-03  0.946E-03  0.680E-03  0.153E-02  0.143E-02
  10.336  0.293E-02  0.288E-03  0.564E-03  0.415E-03  0.878E-03  0.785E-03
  10.386  0.145E-02  0.131E-03  0.305E-03  0.225E-03  0.426E-03  0.361E-03
  10.436  0.613E-03  0.497E-04  0.145E-03  0.106E-03  0.174E-03  0.139E-03
  10.486  0.220E-03  0.156E-04  0.582E-04  0.419E-04  0.596E-04  0.450E-04
  10.536  0.665E-04  0.406E-05  0.194E-04  0.138E-04  0.171E-04  0.122E-04
  10.586  0.167E-04  0.877E-06  0.528E-05  0.372E-05  0.408E-05  0.274E-05
  10.636  0.346E-05  0.157E-06  0.116E-05  0.813E-06  0.809E-06  0.515E-06
  10.686  0.587E-06  0.234E-07  0.207E-06  0.144E-06  0.132E-06  0.803E-07
  10.736  0.810E-07  0.289E-08  0.296E-07  0.204E-07  0.177E-07  0.104E-07
