  0.00000000E+00 -0.18755577E+02
  0.24810378E-01 -0.18755577E+02
  0.49620756E-01 -0.18755567E+02
  0.74431134E-01 -0.18755544E+02
  0.99241512E-01 -0.18755510E+02
  0.12405189E+00 -0.18755465E+02
  0.14886227E+00 -0.18755412E+02
  0.17367265E+00 -0.18755353E+02
  0.19848302E+00 -0.18755293E+02
  0.22329340E+00 -0.18755231E+02
  0.24810378E+00 -0.18755167E+02
  0.27291416E+00 -0.18755098E+02
  0.29772454E+00 -0.18755023E+02
  0.32253491E+00 -0.18754941E+02
  0.34734529E+00 -0.18754854E+02
  0.37215567E+00 -0.18754762E+02
  0.39696605E+00 -0.18754669E+02
  0.42177643E+00 -0.18754578E+02
  0.44658680E+00 -0.18754493E+02
  0.47139718E+00 -0.18754419E+02
  0.49620756E+00 -0.18754352E+02
  0.52101794E+00 -0.18754288E+02
  0.54582832E+00 -0.18754221E+02
  0.57063869E+00 -0.18754153E+02
  0.59544907E+00 -0.18754096E+02
  0.62025945E+00 -0.18754054E+02
  0.64506983E+00 -0.18754025E+02
  0.66988021E+00 -0.18754002E+02
  0.69469058E+00 -0.18753981E+02
  0.71950096E+00 -0.18753961E+02
  0.74431134E+00 -0.18753948E+02
  0.76952293E+00 -0.18753960E+02
  0.79473451E+00 -0.18753967E+02
  0.81994610E+00 -0.18753969E+02
  0.84515769E+00 -0.18753970E+02
  0.87036928E+00 -0.18753978E+02
  0.89558086E+00 -0.18753998E+02
  0.92079245E+00 -0.18754027E+02
  0.94600404E+00 -0.18754061E+02
  0.97121562E+00 -0.18754093E+02
  0.99642721E+00 -0.18754121E+02
  0.10216388E+01 -0.18754145E+02
  0.10468504E+01 -0.18754172E+02
  0.10720620E+01 -0.18754206E+02
  0.10972736E+01 -0.18754246E+02
  0.11224851E+01 -0.18754285E+02
  0.11476967E+01 -0.18754316E+02
  0.11729083E+01 -0.18754335E+02
  0.11981199E+01 -0.18754343E+02
  0.12233315E+01 -0.18754347E+02
  0.12485431E+01 -0.18754353E+02
  0.12737547E+01 -0.18754366E+02
  0.12989663E+01 -0.18754385E+02
  0.13241778E+01 -0.18754402E+02
  0.13493894E+01 -0.18754408E+02
  0.13746010E+01 -0.18754398E+02
  0.13998126E+01 -0.18754374E+02
  0.14243749E+01 -0.18754497E+02
  0.14489372E+01 -0.18754606E+02
  0.14734994E+01 -0.18754684E+02
  0.14980617E+01 -0.18754733E+02
  0.15226240E+01 -0.18754768E+02
  0.15471863E+01 -0.18754814E+02
  0.15717485E+01 -0.18754887E+02
  0.15963108E+01 -0.18754982E+02
  0.16208731E+01 -0.18755083E+02
  0.16454354E+01 -0.18755172E+02
  0.16699976E+01 -0.18755241E+02
  0.16945599E+01 -0.18755296E+02
  0.17191222E+01 -0.18755348E+02
  0.17436844E+01 -0.18755404E+02
  0.17682467E+01 -0.18755465E+02
  0.17928090E+01 -0.18755522E+02
