# E (eV)   ldos(E)   pdos(E)    pdos(E)    pdos(E)   
   0.145  0.118E-01  0.885E-02  0.148E-02  0.148E-02
   0.195  0.113E-01  0.883E-02  0.124E-02  0.124E-02
   0.245  0.110E-01  0.884E-02  0.108E-02  0.108E-02
   0.295  0.109E-01  0.885E-02  0.102E-02  0.102E-02
   0.345  0.110E-01  0.898E-02  0.103E-02  0.103E-02
   0.395  0.118E-01  0.961E-02  0.108E-02  0.108E-02
   0.445  0.132E-01  0.110E-01  0.110E-02  0.110E-02
   0.495  0.152E-01  0.131E-01  0.105E-02  0.105E-02
   0.545  0.170E-01  0.152E-01  0.898E-03  0.898E-03
   0.595  0.185E-01  0.171E-01  0.691E-03  0.691E-03
   0.645  0.198E-01  0.189E-01  0.479E-03  0.479E-03
   0.695  0.214E-01  0.208E-01  0.307E-03  0.307E-03
   0.745  0.229E-01  0.225E-01  0.196E-03  0.196E-03
   0.795  0.238E-01  0.235E-01  0.146E-03  0.146E-03
   0.845  0.237E-01  0.234E-01  0.149E-03  0.149E-03
   0.895  0.230E-01  0.226E-01  0.201E-03  0.201E-03
   0.945  0.222E-01  0.216E-01  0.298E-03  0.298E-03
   0.995  0.218E-01  0.209E-01  0.439E-03  0.439E-03
   1.045  0.217E-01  0.204E-01  0.635E-03  0.635E-03
   1.095  0.217E-01  0.199E-01  0.918E-03  0.918E-03
   1.145  0.219E-01  0.192E-01  0.133E-02  0.133E-02
