7.416  -65.35279849
7.450  -65.35372834
7.510  -65.35445845
7.517  -65.35447256
7.518  -65.35447341
7.519  -65.35447398
7.520  -65.35447426
7.521  -65.35447425
7.522  -65.35447395
7.523  -65.35447338
7.524  -65.35447250
7.525  -65.35447135
7.530  -65.35446134
7.540  -65.35442026
7.550  -65.35435155
7.560  -65.35425574
7.570  -65.35413339
7.580  -65.35398500
7.590  -65.35381108
7.600  -65.35361218
7.650  -65.35225955
7.700  -65.35035241
7.750  -65.34794375
