1  1              -66.93052516
2  0.5            -65.84329511
3  0.3333333333   -66.12383918
4  0.25           -66.17937895
5  0.2            -66.14934579
6  0.1666666667   -66.17655005
7  0.1428571429   -66.16825157
8  0.125          -66.16826928
9  0.1111111111   -66.17164585
10 0.1            -66.16845895 
11 0.09090909091  -66.17030832
12 0.08333333333  -66.17003062
13 0.07692307692  -66.16937924
14 0.07142857143  -66.17018799
15 0.06666666667  -66.16965852
16 0.0625         -66.16981130
20 0.05           -66.16980853
24 0.04166666667  -66.16984798
32 0.03125        -66.16983406

