  0.00000000E+00 -0.19451781E+02
  0.24646505E-01 -0.19451767E+02
  0.49293010E-01 -0.19451745E+02
  0.73939515E-01 -0.19451721E+02
  0.98586020E-01 -0.19451699E+02
  0.12323252E+00 -0.19451677E+02
  0.14787903E+00 -0.19451648E+02
  0.17252553E+00 -0.19451607E+02
  0.19717204E+00 -0.19451549E+02
  0.22181854E+00 -0.19451480E+02
  0.24646505E+00 -0.19451405E+02
  0.27111155E+00 -0.19451333E+02
  0.29575806E+00 -0.19451264E+02
  0.32040456E+00 -0.19451195E+02
  0.34505107E+00 -0.19451120E+02
  0.36969757E+00 -0.19451036E+02
  0.39434408E+00 -0.19450947E+02
  0.41899058E+00 -0.19450860E+02
  0.44363709E+00 -0.19450782E+02
  0.46828359E+00 -0.19450717E+02
  0.49293010E+00 -0.19450662E+02
  0.51757660E+00 -0.19450612E+02
  0.54222311E+00 -0.19450560E+02
  0.56686961E+00 -0.19450502E+02
  0.59151612E+00 -0.19450443E+02
  0.61616262E+00 -0.19450392E+02
  0.64080913E+00 -0.19450354E+02
  0.66545563E+00 -0.19450330E+02
  0.69010214E+00 -0.19450314E+02
  0.71474864E+00 -0.19450303E+02
  0.73939515E+00 -0.19450294E+02
  0.76444021E+00 -0.19450310E+02
  0.78948528E+00 -0.19450324E+02
  0.81453034E+00 -0.19450330E+02
  0.83957541E+00 -0.19450327E+02
  0.86462047E+00 -0.19450323E+02
  0.88966553E+00 -0.19450328E+02
  0.91471060E+00 -0.19450352E+02
  0.93975566E+00 -0.19450393E+02
  0.96480073E+00 -0.19450446E+02
  0.98984579E+00 -0.19450495E+02
  0.10148909E+01 -0.19450526E+02
  0.10399359E+01 -0.19450535E+02
  0.10649810E+01 -0.19450528E+02
  0.10900260E+01 -0.19450520E+02
  0.11150711E+01 -0.19450526E+02
  0.11401162E+01 -0.19450552E+02
  0.11651612E+01 -0.19450596E+02
  0.11902063E+01 -0.19450645E+02
  0.12152514E+01 -0.19450682E+02
  0.12402964E+01 -0.19450695E+02
  0.12653415E+01 -0.19450682E+02
  0.12903866E+01 -0.19450653E+02
  0.13154316E+01 -0.19450628E+02
  0.13404767E+01 -0.19450623E+02
  0.13655218E+01 -0.19450640E+02
  0.13905668E+01 -0.19450671E+02
  0.14149669E+01 -0.19450733E+02
  0.14393669E+01 -0.19450804E+02
  0.14637669E+01 -0.19450883E+02
  0.14881670E+01 -0.19450967E+02
  0.15125670E+01 -0.19451049E+02
  0.15369671E+01 -0.19451125E+02
  0.15613671E+01 -0.19451196E+02
  0.15857671E+01 -0.19451264E+02
  0.16101672E+01 -0.19451336E+02
  0.16345672E+01 -0.19451410E+02
  0.16589673E+01 -0.19451484E+02
  0.16833673E+01 -0.19451550E+02
  0.17077673E+01 -0.19451604E+02
  0.17321674E+01 -0.19451645E+02
  0.17565674E+01 -0.19451675E+02
  0.17809675E+01 -0.19451701E+02
  0.18053675E+01 -0.19451726E+02
  0.18297675E+01 -0.19451750E+02
  0.18541676E+01 -0.19451769E+02
  0.18785676E+01 -0.19451781E+02
  0.00000000E+00 -0.55269846E+01
  0.24646505E-01 -0.55268374E+01
  0.49293010E-01 -0.55261326E+01
  0.73939515E-01 -0.55249189E+01
  0.98586020E-01 -0.55232460E+01
  0.12323252E+00 -0.55211388E+01
  0.14787903E+00 -0.55186238E+01
  0.17252553E+00 -0.55157605E+01
  0.19717204E+00 -0.55126510E+01
  0.22181854E+00 -0.55094192E+01
  0.24646505E+00 -0.55061590E+01
  0.27111155E+00 -0.55028723E+01
  0.29575806E+00 -0.54994576E+01
  0.32040456E+00 -0.54957884E+01
  0.34505107E+00 -0.54918339E+01
  0.36969757E+00 -0.54877168E+01
  0.39434408E+00 -0.54836665E+01
  0.41899058E+00 -0.54799169E+01
  0.44363709E+00 -0.54766104E+01
  0.46828359E+00 -0.54737457E+01
  0.49293010E+00 -0.54712001E+01
  0.51757660E+00 -0.54688141E+01
  0.54222311E+00 -0.54664795E+01
  0.56686961E+00 -0.54641855E+01
  0.59151612E+00 -0.54620210E+01
  0.61616262E+00 -0.54601318E+01
  0.64080913E+00 -0.54586342E+01
  0.66545563E+00 -0.54575468E+01
  0.69010214E+00 -0.54568143E+01
  0.71474864E+00 -0.54563905E+01
  0.73939515E+00 -0.54562717E+01
  0.76444021E+00 -0.54563744E+01
  0.78948528E+00 -0.54566750E+01
  0.81453034E+00 -0.54570717E+01
  0.83957541E+00 -0.54574984E+01
  0.86462047E+00 -0.54579776E+01
  0.88966553E+00 -0.54585896E+01
  0.91471060E+00 -0.54594059E+01
  0.93975566E+00 -0.54604469E+01
  0.96480073E+00 -0.54616688E+01
  0.98984579E+00 -0.54629667E+01
  0.10148909E+01 -0.54642083E+01
  0.10399359E+01 -0.54653041E+01
  0.10649810E+01 -0.54662663E+01
  0.10900260E+01 -0.54671868E+01
  0.11150711E+01 -0.54681530E+01
  0.11401162E+01 -0.54691907E+01
  0.11651612E+01 -0.54702746E+01
  0.11902063E+01 -0.54713533E+01
  0.12152514E+01 -0.54723388E+01
  0.12402964E+01 -0.54730929E+01
  0.12653415E+01 -0.54734773E+01
  0.12903866E+01 -0.54734489E+01
  0.13154316E+01 -0.54731022E+01
  0.13404767E+01 -0.54726060E+01
  0.13655218E+01 -0.54721007E+01
  0.13905668E+01 -0.54716449E+01
  0.14149669E+01 -0.54739308E+01
  0.14393669E+01 -0.54765960E+01
  0.14637669E+01 -0.54799220E+01
  0.14881670E+01 -0.54839497E+01
  0.15125670E+01 -0.54884002E+01
  0.15369671E+01 -0.54928039E+01
  0.15613671E+01 -0.54967768E+01
  0.15857671E+01 -0.55002388E+01
  0.16101672E+01 -0.55033856E+01
  0.16345672E+01 -0.55064724E+01
  0.16589673E+01 -0.55096273E+01
